id	date_reviews	rating	course_id	reviews	reviews_transl	reviewers	lang
2010	Feb 05, 2020	5	ai-for-everyone	Professor Ng has an amazing ability to convey extremely complex concepts in a way that is easily grasped by anyone.   Also a very comprehensive survey of the AI landscape!	Professor Ng has an amazing ability to convey extremely complex concepts in a way that is easily grasped by anyone.   Also a very comprehensive survey of the AI landscape!	By Deleted A	en
2011	Jul 22, 2019	5	ai-for-everyone	Very good course and easily understandable.  The Content is also very explainative and to the point.  Of all the things - Andrew method of explaining is very nice.  Thanks 	Very good course and easily understandable.  The Content is also very explainative and to the point.  Of all the things - Andrew method of explaining is very nice.  Thanks	By Shilpashree V	en
2012	Jun 20, 2019	5	ai-for-everyone	The course is a gentle build up from what AI is ,  building AI in your company, major AI applications  and  Andrew NG sums up the course highlighting AI ethics in society. 	The course is a gentle build up from what AI is ,  building AI in your company, major AI applications  and  Andrew NG sums up the course highlighting AI ethics in society.	By Robin K	en
2013	Mar 27, 2019	5	ai-for-everyone	I learned a lot and I am quite sure that it will help me pursue other subsequent courses.  I will encourage others to take this course. It was very informative. Thank You.  	I learned a lot and I am quite sure that it will help me pursue other subsequent courses.  I will encourage others to take this course. It was very informative. Thank You.	By Snehal D	en
2014	Mar 26, 2019	5	ai-for-everyone	Very cool training. A perfect entry level course giving you the fundamentals you need to understand how AI is changing the world and some of the key things to think about.	Very cool training. A perfect entry level course giving you the fundamentals you need to understand how AI is changing the world and some of the key things to think about.	By Peter M	en
2015	Mar 24, 2019	5	ai-for-everyone	My New favorite joke is Why they show me shocking results in AI, because AI is the new electricity, Shocking electricity, get it?Go on with the Course, Highly appreciated.	My New favorite joke is Why they show me shocking results in AI, because AI is the new electricity, Shocking electricity, get it?Go on with the Course, Highly appreciated.	By Jatin C	en
2016	Sep 15, 2020	5	ai-for-everyone	Zillion thanks Andrew for this very interesting course. Coz it gave me a wider perspectives on AI. Wishing you every success Andrew and more participants for this course.	Zillion thanks Andrew for this very interesting course. Coz it gave me a wider perspectives on AI. Wishing you every success Andrew and more participants for this course.	By SAADIAH B A	en
2017	Jul 28, 2020	5	ai-for-everyone	Thanks to COURSERA for giving me this platform to learn about AI and I am also thankful to Mr. Andrew N G for his patient teaching to make things look so simple and easy.	Thanks to COURSERA for giving me this platform to learn about AI and I am also thankful to Mr. Andrew N G for his patient teaching to make things look so simple and easy.	By Yateen L	en
2018	May 22, 2020	5	ai-for-everyone	Hello, My Name is Shantanu. I learned in this course how artificial intelligence work. And how data science and machine learning help for artificial intelligence. Thanks.	Hello, My Name is Shantanu. I learned in this course how artificial intelligence work. And how data science and machine learning help for artificial intelligence. Thanks.	By Moliya S H	en
2019	May 13, 2020	5	ai-for-everyone	The course material was laid out & outlined in a very good manner, easy to pick up and slowly increasing pace of having a better understanding. The length was apt as well	The course material was laid out & outlined in a very good manner, easy to pick up and slowly increasing pace of having a better understanding. The length was apt as well	By rinku a	en
2020	May 08, 2020	5	ai-for-everyone	Excellent course for a beginner and one who don't have any knowledge about AI. This will certainly help me to think of taking up AI projects in the field i am working on.	Excellent course for a beginner and one who don't have any knowledge about AI. This will certainly help me to think of taking up AI projects in the field i am working on.	By Siddharth C	en
2021	May 05, 2020	5	ai-for-everyone	Thank You, Coursera team and mentor Andrew ng  , It was good experience in learning AI basic with machine learning.  content and explaination was good and easy to graspe.	Thank You, Coursera team and mentor Andrew ng  , It was good experience in learning AI basic with machine learning.  content and explaination was good and easy to graspe.	By Raj A	en
2022	Apr 09, 2020	5	ai-for-everyone	Very interesting course and improve my knowledge in AI. Andrew is very experience in this field and always provide simple example to make me understand the course easier.	Very interesting course and improve my knowledge in AI. Andrew is very experience in this field and always provide simple example to make me understand the course easier.	By ONG C K	en
2023	Aug 19, 2019	5	ai-for-everyone	It's a good overview about AI. I recommend even the AI developers to take this course. It will make you proud and also give you a sense of your roles and responsibilities	It's a good overview about AI. I recommend even the AI developers to take this course. It will make you proud and also give you a sense of your roles and responsibilities	By Anuj K S	en
2024	Jun 12, 2019	5	ai-for-everyone	Really good high level overview with insights into how AI fits into business applications and the broader business organization.  Also, it's well-taught and fun to watch!	Really good high level overview with insights into how AI fits into business applications and the broader business organization.  Also, it's well-taught and fun to watch!	By Edward S	en
2025	Mar 25, 2019	5	ai-for-everyone	Course design is simply superb. I became fan of Andrew Ng for his excellent teaching skills. Thanks Coursera for offering your support & guidance to complete this course.	Course design is simply superb. I became fan of Andrew Ng for his excellent teaching skills. Thanks Coursera for offering your support & guidance to complete this course.	By Vikash M	en
2026	Mar 21, 2019	5	ai-for-everyone	This class is quite resourceful and can help everyone especially, managers and executives to make decisions properly. It will surely bring value to your business/company!	This class is quite resourceful and can help everyone especially, managers and executives to make decisions properly. It will surely bring value to your business/company!	By Muhammed E S	en
2027	Mar 20, 2019	5	ai-for-everyone	Even having no prior experience about AI, this course would give excellent understanding about the subject, Don't wait just enroll and start enhancing the new age skills. 	Even having no prior experience about AI, this course would give excellent understanding about the subject, Don't wait just enroll and start enhancing the new age skills.	By Gautham N	en
2028	Sep 25, 2020	5	ai-for-everyone	it is a fantestic course and i thanks instructor Andrew ng for such a wondderful course,and it is highly recommended for any beginner in field of ai and machine learning	it is a fantestic course and i thanks instructor Andrew ng for such a wondderful course,and it is highly recommended for any beginner in field of ai and machine learning	By Dinesh N	en
2029	Sep 02, 2020	5	ai-for-everyone	Thanks a lot for such an incredible course that give an Overview about AI and their applications and techniques, and will open the huge gate to dive down into this field	Thanks a lot for such an incredible course that give an Overview about AI and their applications and techniques, and will open the huge gate to dive down into this field	By Abdelkarim J	en
2030	Aug 13, 2020	5	ai-for-everyone	Its easy to observe through video classes. And tests inbetween a week is convenient for us,  it also encourage our learning. I considered this as the great opportunity .	Its easy to observe through video classes. And tests inbetween a week is convenient for us,  it also encourage our learning. I considered this as the great opportunity .	By Sangeetha.M	en
2031	Jul 29, 2020	5	ai-for-everyone	very easy to understand and clear idea about what ai is and it affects our day to day life thank you Mr.Andrew really appriciate your effort for making us learn about AI	very easy to understand and clear idea about what ai is and it affects our day to day life thank you Mr.Andrew really appriciate your effort for making us learn about AI	By Shishir K S	en
2032	Jun 26, 2020	5	ai-for-everyone	Great course, inspiring and motivating to enter the field of Artificial Intelligence, one that I didn't know I'll be interested in at all! Engaging course, I enjoyed it!	Great course, inspiring and motivating to enter the field of Artificial Intelligence, one that I didn't know I'll be interested in at all! Engaging course, I enjoyed it!	By Rim B	en
2033	May 31, 2020	5	ai-for-everyone	"Professor Andrew
Ng did a spectacular job to explain and educate AI in an articulate manner that
would give anyone a solid AI foundation! Fantastic!
Thankyou once again!"	"Professor Andrew
Ng did a spectacular job to explain and educate AI in an articulate manner that
would give anyone a solid AI foundation! Fantastic!
Thankyou once again!"	By Malini A W	en
2034	Aug 14, 2019	5	ai-for-everyone	The course is very explicit and highlight the area which is necessary as a leader to undestand and make right choices to move forward and be competitive in the Industry,	The course is very explicit and highlight the area which is necessary as a leader to undestand and make right choices to move forward and be competitive in the Industry,	By Mohit M	en
2035	Sep 25, 2020	5	ai-for-everyone	It's as easy as to understand even by a non technical person. You can understand what companies are talking about AI due to the idea on terminology given by Andrew sir.	It's as easy as to understand even by a non technical person. You can understand what companies are talking about AI due to the idea on terminology given by Andrew sir.	By P. S s 	en
2036	May 28, 2020	5	ai-for-everyone	 Before enrolling in the course, I don't know what AI can do. This course gave me so much confidence and inspired me to dive more into AI. Thank you so much Andrew, sir!	Before enrolling in the course, I don't know what AI can do. This course gave me so much confidence and inspired me to dive more into AI. Thank you so much Andrew, sir!	By Lalithya E	en
2037	Apr 19, 2020	5	ai-for-everyone	It was all so clear and so well explained. I've discovered Coursera with the because of this course and I'm so grateful for Andrew's work. Thank you so much, Professor!	It was all so clear and so well explained. I've discovered Coursera with the because of this course and I'm so grateful for Andrew's work. Thank you so much, Professor!	By Laurentiu I C	en
2038	Nov 09, 2019	5	ai-for-everyone	I really like this course! It was a perfect level for a beginner. It was not boring at all and the teacher did not speak too slow nor too fast. It was very interesting!	I really like this course! It was a perfect level for a beginner. It was not boring at all and the teacher did not speak too slow nor too fast. It was very interesting!	By Tiffani R	en
2039	Mar 23, 2019	5	ai-for-everyone	A pretty good course to do for general knowledge about how AI can impact the industry and world!! Andrew Ng is by far the best instructor to go for, in the field of AI!	A pretty good course to do for general knowledge about how AI can impact the industry and world!! Andrew Ng is by far the best instructor to go for, in the field of AI!	By Putcha L N R	en
2040	Mar 12, 2019	5	ai-for-everyone	This is an excellent course that validated my understanding of the foundations, practical considerations and ethical implications of artificial intelligence technology.	This is an excellent course that validated my understanding of the foundations, practical considerations and ethical implications of artificial intelligence technology.	By Arash G	en
2041	Mar 10, 2019	5	ai-for-everyone	Thanks so much again! I am impressed how the content was broken down that easily and customized perfectly to business executives / professionals. Keep the good work up!	Thanks so much again! I am impressed how the content was broken down that easily and customized perfectly to business executives / professionals. Keep the good work up!	By Steven M	en
2042	Aug 01, 2020	5	ai-for-everyone	It was very useful for my internship. When I began I knew nothing. Now, I'm comfortable to discuss AI with my friends and colleagues. Thank you Coursera and Andrew Ng. 	It was very useful for my internship. When I began I knew nothing. Now, I'm comfortable to discuss AI with my friends and colleagues. Thank you Coursera and Andrew Ng.	By Lokesh N	en
2043	Jul 12, 2020	5	ai-for-everyone	Very Helpful to most of the job roles in an organisation. It is best to learn everyone as the title of this course suggests. Thanks Andrew, you are very well narrated.	Very Helpful to most of the job roles in an organisation. It is best to learn everyone as the title of this course suggests. Thanks Andrew, you are very well narrated.	By Madhu N	en
2044	Jul 09, 2020	5	ai-for-everyone	I find it extremely interesting for the beginnings and as a matter of fact it has given me the drive to initiate a pilot project as well. Let see how it go. Thank you. 	I find it extremely interesting for the beginnings and as a matter of fact it has given me the drive to initiate a pilot project as well. Let see how it go. Thank you.	By Ali B	en
2045	May 23, 2020	5	ai-for-everyone	This course is helpful for me because of my case study subject is AI(Artificial Intelligence) in Electronic Engimneering.In this Course I have become familiar with AI.	This course is helpful for me because of my case study subject is AI(Artificial Intelligence) in Electronic Engimneering.In this Course I have become familiar with AI.	By Dileep K K	en
2046	May 12, 2020	5	ai-for-everyone	It is very useful and well focused. Anyone can read what AI is all about and can understand key requirements and can very well relate to their domain to start working.	It is very useful and well focused. Anyone can read what AI is all about and can understand key requirements and can very well relate to their domain to start working.	By Sridhar G	en
2047	Mar 20, 2020	5	ai-for-everyone	Our company is just completing a Data Science Boot Camp and this is the best course of many that I have taken.  It is very enjoyable, educational and effective course.	Our company is just completing a Data Science Boot Camp and this is the best course of many that I have taken.  It is very enjoyable, educational and effective course.	By Kevin E	en
2048	Dec 26, 2019	5	ai-for-everyone	It's a great course for professionals (non techies) interested in learning & getting certified in Ai/ML. Enjoyed completing this course by Andrew Ng & scoring >90%+!!!	It's a great course for professionals (non techies) interested in learning & getting certified in Ai/ML. Enjoyed completing this course by Andrew Ng & scoring >90%+!!!	By Dr S S J	en
2049	Nov 26, 2019	5	ai-for-everyone	I hope to apply my skills learned from my Masters in Professional Studies in Development Communication and from being a current Doctor of Communications student in AI.	I hope to apply my skills learned from my Masters in Professional Studies in Development Communication and from being a current Doctor of Communications student in AI.	By Shiela M P	en
2050	Nov 19, 2019	5	ai-for-everyone	It's a very informative course. The way sir Andrew clear all the concepts and explain each and everything in detail is very helpful for me. I will do more courses soon	It's a very informative course. The way sir Andrew clear all the concepts and explain each and everything in detail is very helpful for me. I will do more courses soon	By Tehreem F	en
2051	May 09, 2019	5	ai-for-everyone	This course is much helpful to understand and everything are deeply explain. Now we understand that what is AI and how AI works Thanks Andrew Ng for making this course 	This course is much helpful to understand and everything are deeply explain. Now we understand that what is AI and how AI works Thanks Andrew Ng for making this course	By S U I	en
2052	Mar 06, 2019	5	ai-for-everyone	Title of this course matches exactly with the course content. It is very apt to the current AI scenario and would love to see a prequel course after a couple of years.	Title of this course matches exactly with the course content. It is very apt to the current AI scenario and would love to see a prequel course after a couple of years.	By Sriram B	en
2053	Sep 23, 2020	5	ai-for-everyone	good course and Andrew sir gave the best knowledge about AI, thank you, sir, once again and as the title of this course...I highly recommended this course to everyone	good course and Andrew sir gave the best knowledge about AI, thank you, sir, once again and as the title of this course...I highly recommended this course to everyone	By  H A H	en
2054	Aug 29, 2020	5	ai-for-everyone	Wonderful course to make a person well-verse with all the basic knowledge of AI domain. It is also a very motivating course to use and implement AI in all industries. 	Wonderful course to make a person well-verse with all the basic knowledge of AI domain. It is also a very motivating course to use and implement AI in all industries.	By TANUSHREE	en
2055	Apr 23, 2020	5	ai-for-everyone	good opportunity to complete these course and the timing of the videos are smaller time it take few minutes this increses the understability and not boring the stuff.	good opportunity to complete these course and the timing of the videos are smaller time it take few minutes this increses the understability and not boring the stuff.	By BALIKURI.ROJA P	en
2056	Apr 21, 2020	5	ai-for-everyone	Concept simplified for easy adaptation of different kind and different level of users. I loved the simplicity in which the concept was explained that helped in demist	Concept simplified for easy adaptation of different kind and different level of users. I loved the simplicity in which the concept was explained that helped in demist	By Jyoti S	en
2057	Feb 29, 2020	5	ai-for-everyone	such a good course for knowing the importance of AI in today's world and why we should adopt it in different platforms. Recommended to those who know nothing about AI	such a good course for knowing the importance of AI in today's world and why we should adopt it in different platforms. Recommended to those who know nothing about AI	By Muntaha S	en
2058	Nov 29, 2019	5	ai-for-everyone	Many thanks to Andrew Ng for his presentation in this course and laying fantastic groundwork for continuing and forwarding ones work and business into the area of AI.	Many thanks to Andrew Ng for his presentation in this course and laying fantastic groundwork for continuing and forwarding ones work and business into the area of AI.	By Kilian L	en
2059	Apr 17, 2019	5	ai-for-everyone	Excellent course. Presents the beginner in AI with just enough information to appreciate the field and start having meaningful discussions about its different topics.	Excellent course. Presents the beginner in AI with just enough information to appreciate the field and start having meaningful discussions about its different topics.	By Muhammad A	en
2060	Mar 22, 2019	5	ai-for-everyone	I found this to have provided a good general coverage of pertinent AI issues; it helped me as a starting platform for pursuing deeper reading into various sub-topics.	I found this to have provided a good general coverage of pertinent AI issues; it helped me as a starting platform for pursuing deeper reading into various sub-topics.	By YS T	en
2061	Mar 17, 2019	5	ai-for-everyone	Andrew Ng is one of my favorite lecturers.  His videos are informative & have a good paste.  He has a way to introduce even difficult concepts in a simple, clear way.	Andrew Ng is one of my favorite lecturers.  His videos are informative & have a good paste.  He has a way to introduce even difficult concepts in a simple, clear way.	By Katarzyna S	en
2062	Oct 04, 2020	5	ai-for-everyone	Excellent course content and the presenter both. This is the beauty of MOOC that we get chance to learn from world class best people. I highly recommend this course.   	Excellent course content and the presenter both. This is the beauty of MOOC that we get chance to learn from world class best people. I highly recommend this course.	By Nirmal K K	en
2063	Jul 04, 2020	5	ai-for-everyone	Highly satisfied with the course structure and the instructor. As the title of the course goes, everyone can take up this course as the first step into deep learning	Highly satisfied with the course structure and the instructor. As the title of the course goes, everyone can take up this course as the first step into deep learning	By ANJIM S	en
2064	Apr 20, 2020	5	ai-for-everyone	Details about softwares to be used, an idea about mathematical modelling involved or how to pick up basic AI information on internet could have been provided in end. 	Details about softwares to be used, an idea about mathematical modelling involved or how to pick up basic AI information on internet could have been provided in end.	By prashant k	en
2065	Apr 20, 2020	5	ai-for-everyone	I ABSOLUTELY LOVED THIS COURSE.IT'S A WINDOW TO THE FUTURE!! I WOULD GIVE IT MORE THAN 5 STARS IF I COULD.THANK YOU SO VERY MUCH ANDREW!!SUMANT SHARMAAPRIL 20TH 2020	I ABSOLUTELY LOVED THIS COURSE.IT'S A WINDOW TO THE FUTURE!! I WOULD GIVE IT MORE THAN 5 STARS IF I COULD.THANK YOU SO VERY MUCH ANDREW!!SUMANT SHARMAAPRIL 20TH 2020	By Sumant S	en
2066	Nov 23, 2019	5	ai-for-everyone	Pretty good overview on how these systems and technologies work. Would recommend it for corporate strategy or for anyone that want to build a mental model around AI. 	Pretty good overview on how these systems and technologies work. Would recommend it for corporate strategy or for anyone that want to build a mental model around AI.	By Cristian C	en
2067	Aug 05, 2019	5	ai-for-everyone	Allow us to gain a better understanding and appreciation of AI and the various terminologies (e.g. DL, Data Science, Neutral Network etc) that are used in AI domain.	Allow us to gain a better understanding and appreciation of AI and the various terminologies (e.g. DL, Data Science, Neutral Network etc) that are used in AI domain.	By HUO Y W	en
2068	Apr 12, 2019	5	ai-for-everyone	Not only clear and superbly interesting but also inspiring and exciting including many directly learned insights into our nascent exploration and exploitation of AI.	Not only clear and superbly interesting but also inspiring and exciting including many directly learned insights into our nascent exploration and exploitation of AI.	By Roger E	en
2069	Apr 05, 2019	5	ai-for-everyone	It's very well prepared and presented non-technical course for about everyone, who wants to learn basics of the AI / machine learning. I recommend it wholeheartedly!	It's very well prepared and presented non-technical course for about everyone, who wants to learn basics of the AI / machine learning. I recommend it wholeheartedly!	By Mariusz G	en
2070	Aug 05, 2020	5	ai-for-everyone	I enjoyed this course, it gave me some basic information about a concept that I was not familiar with  - he explains things in detail without getting too technical.	I enjoyed this course, it gave me some basic information about a concept that I was not familiar with  - he explains things in detail without getting too technical.	By Erin L	en
2071	Jul 08, 2020	5	ai-for-everyone	Overview of AI explained nicely. opportunities to apply AI to problems in our own organization and for society. Thank you to Prof. Andrew Ng for a wonderful course.	Overview of AI explained nicely. opportunities to apply AI to problems in our own organization and for society. Thank you to Prof. Andrew Ng for a wonderful course.	By Shubhangi C	en
2072	Jul 02, 2020	5	ai-for-everyone	Quite an informative and useful course for beginners. Do watch optional videos, they're really good. Course instructor, Andrew has designed it quite well. Thanks :)	Quite an informative and useful course for beginners. Do watch optional videos, they're really good. Course instructor, Andrew has designed it quite well. Thanks :)	By Ayushi G	en
2073	Nov 21, 2019	5	ai-for-everyone	Great Experience with Coursera . i learnt and completed AI FOR EVERYONE here. i am really inspired from Professor Andrew Ng . Such a nice and professional platform.	Great Experience with Coursera . i learnt and completed AI FOR EVERYONE here. i am really inspired from Professor Andrew Ng . Such a nice and professional platform.	By Arshad U	en
2074	Nov 15, 2019	5	ai-for-everyone	It was a wonderful experience to be enrolled in this course and learning new paradigm of Artificial Intelligence and its impact on human society in the near future.	It was a wonderful experience to be enrolled in this course and learning new paradigm of Artificial Intelligence and its impact on human society in the near future.	By Fazal U R	en
2075	Jul 12, 2019	5	ai-for-everyone	Have learned all the basics about AI. Teacher was very nice. Thank you so much for making this course and helping people to understand this billion dollar industry. 	Have learned all the basics about AI. Teacher was very nice. Thank you so much for making this course and helping people to understand this billion dollar industry.	By Ibrahim w	en
2076	May 06, 2019	5	ai-for-everyone	"Excellent course on subject. This course is easy enough so that anyone can enroll, so rightly named ""AI for everyone"". I really learned so many things & enjoyed it."	"Excellent course on subject. This course is easy enough so that anyone can enroll, so rightly named ""AI for everyone"". I really learned so many things & enjoyed it."	By Chirag V	en
2077	Apr 09, 2019	5	ai-for-everyone	It was an excellent program - very well explained. Cleared some of the basics / terminology used. Would encourage all to go through all the optional videos as well.  	It was an excellent program - very well explained. Cleared some of the basics / terminology used. Would encourage all to go through all the optional videos as well.	By Pankaj C	en
2078	Mar 19, 2019	5	ai-for-everyone	Great beginner course for anyone interested in a basic understanding of AI and its potential broader impacts in the business world and society as a whole.  Thanks!!	Great beginner course for anyone interested in a basic understanding of AI and its potential broader impacts in the business world and society as a whole.  Thanks!!	By Geoffrey W	en
2079	Sep 28, 2020	5	ai-for-everyone	The course was effective, well-structured and messages delivered clearly. Truly enjoyed it. Sincerely appreciate the effort taken by Andrew to make this available.	The course was effective, well-structured and messages delivered clearly. Truly enjoyed it. Sincerely appreciate the effort taken by Andrew to make this available.	By Hema P	en
2080	Sep 06, 2020	5	ai-for-everyone	"""AI for Everyone"" was a great way, in addition to other reading and audiobooks, to continue introducing myself to the world of AI. Can't wait to continue learning!"	"""AI for Everyone"" was a great way, in addition to other reading and audiobooks, to continue introducing myself to the world of AI. Can't wait to continue learning!"	By Joshua A	en
2081	Jul 19, 2020	5	ai-for-everyone	The way Prof. Ng taught me is remarkably appreciated. I am very happy to do the course under his tutorial guidance. Thank you so much Prof. Andrew Ng and Coursera.	The way Prof. Ng taught me is remarkably appreciated. I am very happy to do the course under his tutorial guidance. Thank you so much Prof. Andrew Ng and Coursera.	By Parichay C	en
2082	May 23, 2020	5	ai-for-everyone	Very well structured for the first or Basic course in AI.Good introduction & it concluded with AI & Ethics. This is very significant & good to address these topics	Very well structured for the first or Basic course in AI.Good introduction & it concluded with AI & Ethics. This is very significant & good to address these topics	By Sunil M	en
2083	May 15, 2020	5	ai-for-everyone	The course contents, Course expert and his content delivery all were excellent. Happy to be a part of this course. Thank you for adding a good amount of knowledge.	The course contents, Course expert and his content delivery all were excellent. Happy to be a part of this course. Thank you for adding a good amount of knowledge.	By Sagar R K	en
2084	May 09, 2020	5	ai-for-everyone	It was a great Experience to learn basic things about AI, I was very much satisfied by the content   of the course and the  way it was taught. Thanks to  every one	It was a great Experience to learn basic things about AI, I was very much satisfied by the content   of the course and the  way it was taught. Thanks to  every one	By MANISH K	en
2085	May 09, 2020	5	ai-for-everyone	This Course Was Very Useful for both Technical and Non-Technical candidates. Instructor Andrew Ng was really great in Explaining different Concepts of this Course.	This Course Was Very Useful for both Technical and Non-Technical candidates. Instructor Andrew Ng was really great in Explaining different Concepts of this Course.	By Chaitanya S	en
2086	Apr 26, 2020	5	ai-for-everyone	I have learned new things like AII would like to say thank you Coursera for providing such great platform for new learners. I Thanks again from bottom of my heart. 	I have learned new things like AII would like to say thank you Coursera for providing such great platform for new learners. I Thanks again from bottom of my heart.	By Mr. D L B	en
2087	Apr 23, 2020	5	ai-for-everyone	Its a great introductory course to wrap your head around the field of AI. It can also give you a direction to pursue in AI and can give you a solid starting point. 	Its a great introductory course to wrap your head around the field of AI. It can also give you a direction to pursue in AI and can give you a solid starting point.	By Deepanshu M	en
2088	Apr 23, 2020	5	ai-for-everyone	  One of the best courses I have taken by far. Everything from the videos is amazing and informative. It has helped me tremendously. I encourage everyone to take it.  	One of the best courses I have taken by far. Everything from the videos is amazing and informative. It has helped me tremendously. I encourage everyone to take it.	By Rahat I	en
2089	Oct 31, 2019	5	ai-for-everyone	It was an amazing course, professionally handled by Andrew Ng keeping in mind of all the people who were new to AI. A 5 star deserving course. Thank you Andrew Ng.	It was an amazing course, professionally handled by Andrew Ng keeping in mind of all the people who were new to AI. A 5 star deserving course. Thank you Andrew Ng.	By Rahat A	en
2090	Aug 06, 2019	5	ai-for-everyone	This course is great for those who are starting to change their careers into an AI. This is a big help for me. Thank you so much Andrew for sharing your knowledge.	This course is great for those who are starting to change their careers into an AI. This is a big help for me. Thank you so much Andrew for sharing your knowledge.	By Jennifer D C	en
2091	Apr 09, 2019	5	ai-for-everyone	Dr Ng is very knowledgeable, it is so easy to follow and understand for those trying to get a proper baseline for further studies. I am very thankful for his work.	Dr Ng is very knowledgeable, it is so easy to follow and understand for those trying to get a proper baseline for further studies. I am very thankful for his work.	By Ileana K	en
2092	Oct 03, 2020	5	ai-for-everyone	Thank you sir for this foundation course, really got to learn lot of new things and hoping to start an Intermediate level course on AI soon. Thank you once again.	Thank you sir for this foundation course, really got to learn lot of new things and hoping to start an Intermediate level course on AI soon. Thank you once again.	By Mohammed A K	en
2093	Aug 13, 2020	5	ai-for-everyone	ANDREW N.G should literally be the god of AI. His teaching is exceptional. I'm grateful that i took this course. Gonna complete other courses by Andrew NG soon!!!	ANDREW N.G should literally be the god of AI. His teaching is exceptional. I'm grateful that i took this course. Gonna complete other courses by Andrew NG soon!!!	By Sumaiya F	en
2094	Jul 09, 2020	5	ai-for-everyone	I loved this course. It was really informative and Mr. Andrew explained very complex and technically advanced topics in a manner that was very easy to understand.	I loved this course. It was really informative and Mr. Andrew explained very complex and technically advanced topics in a manner that was very easy to understand.	By Harsh A	en
2095	May 23, 2020	5	ai-for-everyone	Excellent course and I have benefited a lot from it as a Software Product Manager. Thanks Andrew for simplifying things and thanks Coursera and deeplearning.ai :)	Excellent course and I have benefited a lot from it as a Software Product Manager. Thanks Andrew for simplifying things and thanks Coursera and deeplearning.ai :)	By Omar A E	en
2096	May 10, 2020	5	ai-for-everyone	Got a better clarity of AI and its capability of bringing transformation into the society. And also learned about its impacts, pitfalls, limitations and much more	Got a better clarity of AI and its capability of bringing transformation into the society. And also learned about its impacts, pitfalls, limitations and much more	By Jithish K G	en
2097	Apr 30, 2020	5	ai-for-everyone	Was provided a lot of insight for someone who never stepped into the field of AI. Definitely feeling a lot more smarter now! Absolutely worth the time and effort.	Was provided a lot of insight for someone who never stepped into the field of AI. Definitely feeling a lot more smarter now! Absolutely worth the time and effort.	By Muhammad M Z	en
2098	Apr 15, 2020	5	ai-for-everyone	It was really a nice experience. From scratch i got to learn about AI. Now i feel confident about my knowledge of AI after completion of this course. Enjoyed it!.	It was really a nice experience. From scratch i got to learn about AI. Now i feel confident about my knowledge of AI after completion of this course. Enjoyed it!.	By Shaunak U H	en
2099	Apr 13, 2020	5	ai-for-everyone	Excellent explanation of AI and it's applications for beginners and business professionals looking to gain the best out of AI's capabilities in all walks of life.	Excellent explanation of AI and it's applications for beginners and business professionals looking to gain the best out of AI's capabilities in all walks of life.	By Maaz A N	en
2100	Jul 20, 2019	5	ai-for-everyone	Es un curso que me ayuda a comprender mejor como hacer un proyecto de IA desde el diseño hasta la implementación, ahora deseo adquirir mas conocimientos técnicos.	It is a course that helps me better understand how to do an AI project from design to implementation, now I want to acquire more technical knowledge.	By Rubén Q L	es
2101	Mar 22, 2019	5	ai-for-everyone	Andrew really put AI in perspective, so much that I can see the possibilities and the limitations in the implementation of these technologies in future endeavors.	Andrew really put AI in perspective, so much that I can see the possibilities and the limitations in the implementation of these technologies in future endeavors.	By Enoch W	en
2102	Mar 22, 2019	5	ai-for-everyone	Andrew Ng you are the best. Thank you very much for taking some time out of your busy schedule to create this course. Hope to see more such courses in the future. 	Andrew Ng you are the best. Thank you very much for taking some time out of your busy schedule to create this course. Hope to see more such courses in the future.	By Shamik B	en
2103	Mar 12, 2019	5	ai-for-everyone	Thank you, Andrew. It was a structured course, useful and well done. It will help me further start my learning in programming, machine learning and deep learning.	Thank you, Andrew. It was a structured course, useful and well done. It will help me further start my learning in programming, machine learning and deep learning.	By Oana S	en
2104	Aug 06, 2020	5	ai-for-everyone	Excellent introduction to this field. The professor's approach was paced and articulate. I appreciated that he provided many examples for the concepts discussed. 	Excellent introduction to this field. The professor's approach was paced and articulate. I appreciated that he provided many examples for the concepts discussed.	By Trent R	en
2105	Jul 05, 2020	5	ai-for-everyone	It's really clear to understand. You will be able to have many ideas about what is AI, Machine Learning, Deeplearning and their connections. Love it! Thank you..	It's really clear to understand. You will be able to have many ideas about what is AI, Machine Learning, Deeplearning and their connections. Love it! Thank you..	By Nermin G	en
2106	Jun 11, 2020	5	ai-for-everyone	Thank you Andrew, I was able to concentrate well throughout the coarse and now i have a great understanding in the field of A.I because of this wonderful coarse. 	Thank you Andrew, I was able to concentrate well throughout the coarse and now i have a great understanding in the field of A.I because of this wonderful coarse.	By Shreyans S	en
2107	May 07, 2020	5	ai-for-everyone	Thank you Prof. Andrew Ng. This was my first experience on Coursera and it was excellent to understand about AI and the opportunities that are ahead of everyone.	Thank you Prof. Andrew Ng. This was my first experience on Coursera and it was excellent to understand about AI and the opportunities that are ahead of everyone.	By Ali A Z	en
2108	Feb 12, 2020	5	ai-for-everyone	Such an Amazing course for starting new direction towards AI.Helped me to get my career on next level.Mr Andrew Ng thank you very much for launching this course. 	Such an Amazing course for starting new direction towards AI.Helped me to get my career on next level.Mr Andrew Ng thank you very much for launching this course.	By Syed Q	en
2109	Feb 12, 2020	5	ai-for-everyone	Very educational! I learned a lot from the basic definitions to applications to AI road map to impact on society. Highly recommend this course to an AI beginner.	Very educational! I learned a lot from the basic definitions to applications to AI road map to impact on society. Highly recommend this course to an AI beginner.	By Chairat T	en
